iata,name,city,country_code,type,scheduled_service,iso_region,ident,label
AKI,Akiak Airport,Akiak,US,,,,,"Akiak — Akiak Airport (AKI), US"
CAK,Akron Canton Regional Airport,Akron,US,,,,,"Akron — Akron Canton Regional Airport (CAK), US"
KQA,Akutan Airport,Akutan,US,,,,,"Akutan — Akutan Airport (KQA), US"
AUK,Alakanuk Airport,Alakanuk,US,,,,,"Alakanuk — Alakanuk Airport (AUK), US"
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US,,,,,"Alamosa — San Luis Valley Regional Airport/Bergman Field (ALS), US"
ALB,Albany International Airport,Albany,US,,,,,"Albany — Albany International Airport (ALB), US"
ABY,Southwest Georgia Regional Airport,Albany,US,,,,,"Albany — Southwest Georgia Regional Airport (ABY), US"
ABQ,Albuquerque International Sunport,Albuquerque,US,,,,,"Albuquerque — Albuquerque International Sunport (ABQ), US"
WKK,Aleknagik / New Airport,Aleknagik,US,,,,,"Aleknagik — Aleknagik / New Airport (WKK), US"
AEX,Alexandria International Airport,Alexandria,US,,,,,"Alexandria — Alexandria International Airport (AEX), US"
AET,Allakaket Airport,Allakaket,US,,,,,"Allakaket — Allakaket Airport (AET), US"
ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US,,,,,"Allentown/Bethlehem — Lehigh Valley International Airport (ABE), US"
AIA,Alliance Municipal Airport,Alliance,US,,,,,"Alliance — Alliance Municipal Airport (AIA), US"
APN,Alpena County Regional Airport,Alpena,US,,,,,"Alpena — Alpena County Regional Airport (APN), US"
AOO,Altoona Blair County Airport,Altoona,US,,,,,"Altoona — Altoona Blair County Airport (AOO), US"
AMA,Rick Husband Amarillo International Airport,Amarillo,US,,,,,"Amarillo — Rick Husband Amarillo International Airport (AMA), US"
ABL,Ambler Airport,Ambler,US,,,,,"Ambler — Ambler Airport (ABL), US"
AOS,Amook Bay Seaplane Base,Amook Bay,US,,,,,"Amook Bay — Amook Bay Seaplane Base (AOS), US"
OTS,Anacortes Airport,Anacortes,US,,,,,"Anacortes — Anacortes Airport (OTS), US"
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,,,,,"Anaktuvuk Pass — Anaktuvuk Pass Airport (AKP), US"
MRI,Merrill Field,Anchorage,US,,,,,"Anchorage — Merrill Field (MRI), US"
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,,,,,"Anchorage — Ted Stevens Anchorage International Airport (ANC), US"
AGN,Angoon Seaplane Base,Angoon,US,,,,,"Angoon — Angoon Seaplane Base (AGN), US"
ANI,Aniak Airport,Aniak,US,,,,,"Aniak — Aniak Airport (ANI), US"
ANV,Anvik Airport,Anvik,US,,,,,"Anvik — Anvik Airport (ANV), US"
ATW,Appleton International Airport,Appleton,US,,,,,"Appleton — Appleton International Airport (ATW), US"
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,,,,,"Arcata/Eureka — California Redwood Coast-Humboldt County Airport (ACV), US"
ARC,Arctic Village Airport,Arctic Village,US,,,,,"Arctic Village — Arctic Village Airport (ARC), US"
AVL,Asheville Regional Airport,Asheville,US,,,,,"Asheville — Asheville Regional Airport (AVL), US"
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,,,,,"Aspen — Aspen-Pitkin County Airport (Sardy Field) (ASE), US"
AKB,Atka Airport,Atka,US,,,,,"Atka — Atka Airport (AKB), US"
PDK,DeKalb Peachtree Airport,Atlanta,US,,,,,"Atlanta — DeKalb Peachtree Airport (PDK), US"
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,,,,,"Atlanta — Hartsfield Jackson Atlanta International Airport (ATL), US"
ACY,Atlantic City International Airport,Atlantic City,US,,,,,"Atlantic City — Atlantic City International Airport (ACY), US"
ATT,Atmautluak Airport,Atmautluak,US,,,,,"Atmautluak — Atmautluak Airport (ATT), US"
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,,,,,"Atqasuk — Atqasuk Edward Burnell Sr Memorial Airport (ATK), US"
AGS,Augusta Regional At Bush Field,Augusta,US,,,,,"Augusta — Augusta Regional At Bush Field (AGS), US"
AUG,Augusta State Airport,Augusta,US,,,,,"Augusta — Augusta State Airport (AUG), US"
AUS,Austin Bergstrom International Airport,Austin,US,,,,,"Austin — Austin Bergstrom International Airport (AUS), US"
BFL,Meadows Field,Bakersfield,US,,,,,"Bakersfield — Meadows Field (BFL), US"
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,,,,,"Baltimore — Baltimore/Washington International Thurgood Marshall Airport (BWI), US"
BGR,Bangor International Airport,Bangor,US,,,,,"Bangor — Bangor International Airport (BGR), US"
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,,,,,"Bar Harbor — Hancock County-Bar Harbor Airport (BHB), US"
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,,,,,"Barter Island — Barter Island Long Range Radar Station Airport (BTI), US"
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,,,,,"Baton Rouge — Baton Rouge Metropolitan Airport (BTR), US"
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,,,,,"Beaumont/Port Arthur — Jack Brooks Regional Airport (BPT), US"
WBQ,Beaver Airport,Beaver,US,,,,,"Beaver — Beaver Airport (WBQ), US"
BKW,Raleigh County Memorial Airport,Beaver,US,,,,,"Beaver — Raleigh County Memorial Airport (BKW), US"
BED,Laurence G Hanscom Field,Bedford,US,,,,,"Bedford — Laurence G Hanscom Field (BED), US"
BLV,Scott AFB/Midamerica Airport,Belleville,US,,,,,"Belleville — Scott AFB/Midamerica Airport (BLV), US"
BLI,Bellingham International Airport,Bellingham,US,,,,,"Bellingham — Bellingham International Airport (BLI), US"
BET,Bethel Airport,Bethel,US,,,,,"Bethel — Bethel Airport (BET), US"
BTT,Bettles Airport,Bettles,US,,,,,"Bettles — Bettles Airport (BTT), US"
BIL,Billings Logan International Airport,Billings,US,,,,,"Billings — Billings Logan International Airport (BIL), US"
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,,,,,"Binghamton — Greater Binghamton/Edwin A Link field (BGM), US"
KBC,Birch Creek Airport,Birch Creek,US,,,,,"Birch Creek — Birch Creek Airport (KBC), US"
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,,,,,"Birmingham — Birmingham-Shuttlesworth International Airport (BHM), US"
BIH,Eastern Sierra Regional Airport,Bishop,US,,,,,"Bishop — Eastern Sierra Regional Airport (BIH), US"
BIS,Bismarck Municipal Airport,Bismarck,US,,,,,"Bismarck — Bismarck Municipal Airport (BIS), US"
BYW,Blakely Island Airport,Blakely Island,US,,,,,"Blakely Island — Blakely Island Airport (BYW), US"
BID,Block Island State Airport,Block Island,US,,,,,"Block Island — Block Island State Airport (BID), US"
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,,,,,"Bloomington/Normal — Central Illinois Regional Airport at Bloomington-Normal (BMI), US"
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,,,,,"Blountville — Tri-Cities Regional TN/VA Airport (TRI), US"
BOI,Boise Air Terminal/Gowen Field,Boise,US,,,,,"Boise — Boise Air Terminal/Gowen Field (BOI), US"
BOS,General Edward Lawrence Logan International Airport,Boston,US,,,,,"Boston — General Edward Lawrence Logan International Airport (BOS), US"
BLD,Boulder City Municipal Airport,Boulder City,US,,,,,"Boulder City — Boulder City Municipal Airport (BLD), US"
BZN,Bozeman Yellowstone International Airport,Bozeman,US,,,,,"Bozeman — Bozeman Yellowstone International Airport (BZN), US"
BFD,Bradford Regional Airport,Bradford,US,,,,,"Bradford — Bradford Regional Airport (BFD), US"
BRD,Brainerd Lakes Regional Airport,Brainerd,US,,,,,"Brainerd — Brainerd Lakes Regional Airport (BRD), US"
BKG,Branson Airport,Branson,US,,,,,"Branson — Branson Airport (BKG), US"
KTS,Brevig Mission Airport,Brevig Mission,US,,,,,"Brevig Mission — Brevig Mission Airport (KTS), US"
CKB,North Central West Virginia Airport,Bridgeport,US,,,,,"Bridgeport — North Central West Virginia Airport (CKB), US"
BRO,Brownsville South Padre Island International Airport,Brownsville,US,,,,,"Brownsville — Brownsville South Padre Island International Airport (BRO), US"
BQK,Brunswick Golden Isles Airport,Brunswick,US,,,,,"Brunswick — Brunswick Golden Isles Airport (BQK), US"
BKC,Buckland Airport,Buckland,US,,,,,"Buckland — Buckland Airport (BKC), US"
BUF,Buffalo Niagara International Airport,Buffalo,US,,,,,"Buffalo — Buffalo Niagara International Airport (BUF), US"
BUR,Bobe Hope / Hollywood Burbank Airport,Burbank,US,,,,,"Burbank — Bobe Hope / Hollywood Burbank Airport (BUR), US"
BTV,Patrick Leahy Burlington International Airport,Burlington,US,,,,,"Burlington — Patrick Leahy Burlington International Airport (BTV), US"
BRL,Southeast Iowa Regional Airport,Burlington,US,,,,,"Burlington — Southeast Iowa Regional Airport (BRL), US"
BTM,Bert Mooney Airport,Butte,US,,,,,"Butte — Bert Mooney Airport (BTM), US"
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,,,,,"Cape Girardeau — Cape Girardeau Regional Airport (CGI), US"
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,,,,,"Cape Lisburne — Cape Lisburne LRRS Airport (LUR), US"
CNM,Cavern City Air Terminal,Carlsbad,US,,,,,"Carlsbad — Cavern City Air Terminal (CNM), US"
CLD,McClellan-Palomar Airport,Carlsbad,US,,,,,"Carlsbad — McClellan-Palomar Airport (CLD), US"
CPR,Casper-Natrona County International Airport,Casper,US,,,,,"Casper — Casper-Natrona County International Airport (CPR), US"
CDC,Cedar City Regional Airport,Cedar City,US,,,,,"Cedar City — Cedar City Regional Airport (CDC), US"
CID,The Eastern Iowa Airport,Cedar Rapids,US,,,,,"Cedar Rapids — The Eastern Iowa Airport (CID), US"
CWS,Center Island Airport,Center Island,US,,,,,"Center Island — Center Island Airport (CWS), US"
CEM,Central Airport,Central,US,,,,,"Central — Central Airport (CEM), US"
CDR,Chadron Municipal Airport,Chadron,US,,,,,"Chadron — Chadron Municipal Airport (CDR), US"
CIK,Chalkyitsik Airport,Chalkyitsik,US,,,,,"Chalkyitsik — Chalkyitsik Airport (CIK), US"
CHS,Charleston International Airport,Charleston,US,,,,,"Charleston — Charleston International Airport (CHS), US"
CRW,Yeager Airport,Charleston,US,,,,,"Charleston — Yeager Airport (CRW), US"
CLT,Charlotte Douglas International Airport,Charlotte,US,,,,,"Charlotte — Charlotte Douglas International Airport (CLT), US"
CHO,Charlottesville Albemarle Airport,Charlottesville,US,,,,,"Charlottesville — Charlottesville Albemarle Airport (CHO), US"
CYM,Chatham Seaplane Base,Chatham,US,,,,,"Chatham — Chatham Seaplane Base (CYM), US"
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,,,,,"Chattanooga — Chattanooga Metropolitan Airport (Lovell Field) (CHA), US"
CYF,Chefornak Airport,Chefornak,US,,,,,"Chefornak — Chefornak Airport (CYF), US"
NCN,Chenega Bay Airport,Chenega,US,,,,,"Chenega — Chenega Bay Airport (NCN), US"
VAK,Chevak Airport,Chevak,US,,,,,"Chevak — Chevak Airport (VAK), US"
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,,,,,"Cheyenne — Cheyenne Regional Jerry Olson Field (CYS), US"
MDW,Chicago Midway International Airport,Chicago,US,,,,,"Chicago — Chicago Midway International Airport (MDW), US"
ORD,Chicago O'Hare International Airport,Chicago,US,,,,,"Chicago — Chicago O'Hare International Airport (ORD), US"
RFD,Chicago Rockford International Airport,Chicago/Rockford,US,,,,,"Chicago/Rockford — Chicago Rockford International Airport (RFD), US"
CKX,Chicken Airport,Chicken,US,,,,,"Chicken — Chicken Airport (CKX), US"
KCG,Chignik Airport,Chignik,US,,,,,"Chignik — Chignik Airport (KCG), US"
KCQ,Chignik Lake Airport,Chignik Lake,US,,,,,"Chignik Lake — Chignik Lake Airport (KCQ), US"
CHU,Chuathbaluk Airport,Chuathbaluk,US,,,,,"Chuathbaluk — Chuathbaluk Airport (CHU), US"
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,,,,,"Cincinnati — Cincinnati Municipal Airport Lunken Field (LUK), US"
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,,,,,"Cincinnati / Covington — Cincinnati Northern Kentucky International Airport (CVG), US"
IRC,Circle City (New) Airport,Circle,US,,,,,"Circle — Circle City (New) Airport (IRC), US"
CLP,Clarks Point Airport,Clarks Point,US,,,,,"Clarks Point — Clarks Point Airport (CLP), US"
CLE,Cleveland Hopkins International Airport,Cleveland,US,,,,,"Cleveland — Cleveland Hopkins International Airport (CLE), US"
CVN,Clovis Municipal Airport,Clovis,US,,,,,"Clovis — Clovis Municipal Airport (CVN), US"
COD,Yellowstone Regional Airport,Cody,US,,,,,"Cody — Yellowstone Regional Airport (COD), US"
KCC,Coffman Cove Seaplane Base,Coffman Cove,US,,,,,"Coffman Cove — Coffman Cove Seaplane Base (KCC), US"
CDB,Cold Bay Airport,Cold Bay,US,,,,,"Cold Bay — Cold Bay Airport (CDB), US"
CLL,Easterwood Field,College Station,US,,,,,"College Station — Easterwood Field (CLL), US"
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,,,,,"Colorado Springs — City of Colorado Springs Municipal Airport (COS), US"
CAE,Columbia Metropolitan Airport,Columbia,US,,,,,"Columbia — Columbia Metropolitan Airport (CAE), US"
COU,Columbia Regional Airport,Columbia,US,,,,,"Columbia — Columbia Regional Airport (COU), US"
CSG,Columbus Airport,Columbus,US,,,,,"Columbus — Columbus Airport (CSG), US"
CMH,John Glenn Columbus International Airport,Columbus,US,,,,,"Columbus — John Glenn Columbus International Airport (CMH), US"
LCK,Rickenbacker International Airport,Columbus,US,,,,,"Columbus — Rickenbacker International Airport (LCK), US"
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,,,,,"Columbus/W Point/Starkville — Golden Triangle Regional Airport (GTR), US"
CCR,Buchanan Field,Concord,US,,,,,"Concord — Buchanan Field (CCR), US"
USA,Concord-Padgett Regional Airport,Concord,US,,,,,"Concord — Concord-Padgett Regional Airport (USA), US"
CDV,Merle K (Mudhole) Smith Airport,Cordova,US,,,,,"Cordova — Merle K (Mudhole) Smith Airport (CDV), US"
CRP,Corpus Christi International Airport,Corpus Christi,US,,,,,"Corpus Christi — Corpus Christi International Airport (CRP), US"
CEZ,Cortez Municipal Airport,Cortez,US,,,,,"Cortez — Cortez Municipal Airport (CEZ), US"
CGA,Craig Seaplane Base,Craig,US,,,,,"Craig — Craig Seaplane Base (CGA), US"
CEC,Jack Mc Namara Field Airport,Crescent City,US,,,,,"Crescent City — Jack Mc Namara Field Airport (CEC), US"
CKD,Crooked Creek Airport,Crooked Creek,US,,,,,"Crooked Creek — Crooked Creek Airport (CKD), US"
DAL,Dallas Love Field,Dallas,US,,,,,"Dallas — Dallas Love Field (DAL), US"
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,,,,,"Dallas-Fort Worth — Dallas Fort Worth International Airport (DFW), US"
DAY,James M. Cox Dayton International Airport,Dayton,US,,,,,"Dayton — James M. Cox Dayton International Airport (DAY), US"
DAB,Daytona Beach International Airport,Daytona Beach,US,,,,,"Daytona Beach — Daytona Beach International Airport (DAB), US"
SCC,Deadhorse Airport,Deadhorse,US,,,,,"Deadhorse — Deadhorse Airport (SCC), US"
DEC,Decatur Airport,Decatur,US,,,,,"Decatur — Decatur Airport (DEC), US"
DTR,Decatur Shores Airport,Decatur,US,,,,,"Decatur — Decatur Shores Airport (DTR), US"
DHB,Deer Harbor SPB,Deer Harbor,US,,,,,"Deer Harbor — Deer Harbor SPB (DHB), US"
DRG,Deering Airport,Deering,US,,,,,"Deering — Deering Airport (DRG), US"
DEN,Denver International Airport,Denver,US,,,,,"Denver — Denver International Airport (DEN), US"
BJC,Rocky Mountain Metropolitan Airport,Denver,US,,,,,"Denver — Rocky Mountain Metropolitan Airport (BJC), US"
DSM,Des Moines International Airport,Des Moines,US,,,,,"Des Moines — Des Moines International Airport (DSM), US"
DSI,Destin Executive Airport,Destin,US,,,,,"Destin — Destin Executive Airport (DSI), US"
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,,,,,"Detroit — Detroit Metropolitan Wayne County Airport (DTW), US"
DVL,Devils Lake Regional Airport,Devils Lake,US,,,,,"Devils Lake — Devils Lake Regional Airport (DVL), US"
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,,,,,"Dickinson — Dickinson Theodore Roosevelt Regional Airport (DIK), US"
DLG,Dillingham Airport,Dillingham,US,,,,,"Dillingham — Dillingham Airport (DLG), US"
DIO,Diomede Heliport,Diomede,US,,,,,"Diomede — Diomede Heliport (DIO), US"
DDC,Dodge City Regional Airport,Dodge City,US,,,,,"Dodge City — Dodge City Regional Airport (DDC), US"
DHN,Dothan Regional Airport,Dothan,US,,,,,"Dothan — Dothan Regional Airport (DHN), US"
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US,,,,,"Dover — Dover Civil Air Terminal/Dover Air Force Base (DOV), US"
DUJ,DuBois Regional Airport,Dubois,US,,,,,"Dubois — DuBois Regional Airport (DUJ), US"
DBQ,Dubuque Regional Airport,Dubuque,US,,,,,"Dubuque — Dubuque Regional Airport (DBQ), US"
IAD,Washington Dulles International Airport,Dulles,US,,,,,"Dulles — Washington Dulles International Airport (IAD), US"
DLH,Duluth International Airport,Duluth,US,,,,,"Duluth — Duluth International Airport (DLH), US"
DRO,Durango La Plata County Airport,Durango,US,,,,,"Durango — Durango La Plata County Airport (DRO), US"
EAA,Eagle Airport,Eagle,US,,,,,"Eagle — Eagle Airport (EAA), US"
EGE,Eagle County Regional Airport,Eagle,US,,,,,"Eagle — Eagle County Regional Airport (EGE), US"
ESD,Orcas Island Airport,Eastsound,US,,,,,"Eastsound — Orcas Island Airport (ESD), US"
WDN,Waldron Airstrip,Eastsound,US,,,,,"Eastsound — Waldron Airstrip (WDN), US"
EAU,Chippewa Valley Regional Airport,Eau Claire,US,,,,,"Eau Claire — Chippewa Valley Regional Airport (EAU), US"
EDA,Edna Bay Seaplane Base,Edna Bay,US,,,,,"Edna Bay — Edna Bay Seaplane Base (EDA), US"
EEK,Eek Airport,Eek,US,,,,,"Eek — Eek Airport (EEK), US"
EGX,Egegik Airport,Egegik,US,,,,,"Egegik — Egegik Airport (EGX), US"
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,,,,,"El Dorado — South Arkansas Regional Airport at Goodwin Field (ELD), US"
ELP,El Paso International Airport,El Paso,US,,,,,"El Paso — El Paso International Airport (ELP), US"
ELV,Elfin Cove Seaplane Base,Elfin Cove,US,,,,,"Elfin Cove — Elfin Cove Seaplane Base (ELV), US"
ELI,Elim Airport,Elim,US,,,,,"Elim — Elim Airport (ELI), US"
EKO,Elko Regional Airport,Elko,US,,,,,"Elko — Elko Regional Airport (EKO), US"
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,,,,,"Elmira/Corning — Elmira Corning Regional Airport (ELM), US"
EMK,Emmonak Airport,Emmonak,US,,,,,"Emmonak — Emmonak Airport (EMK), US"
ERI,Erie International Tom Ridge Field,Erie,US,,,,,"Erie — Erie International Tom Ridge Field (ERI), US"
ESC,Delta County Airport,Escanaba,US,,,,,"Escanaba — Delta County Airport (ESC), US"
EUG,Eugene Airport,Eugene,US,,,,,"Eugene — Eugene Airport (EUG), US"
EVV,Evansville Regional Airport,Evansville,US,,,,,"Evansville — Evansville Regional Airport (EVV), US"
PAE,Seattle Paine Field International Airport,Everett,US,,,,,"Everett — Seattle Paine Field International Airport (PAE), US"
TTN,Trenton Mercer Airport,Ewing Township,US,,,,,"Ewing Township — Trenton Mercer Airport (TTN), US"
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,US,,,,,"Excursion Inlet — Excursion Inlet Seaplane Base (EXI), US"
FAI,Fairbanks International Airport,Fairbanks,US,,,,,"Fairbanks — Fairbanks International Airport (FAI), US"
KFP,False Pass Airport,False Pass,US,,,,,"False Pass — False Pass Airport (KFP), US"
FAR,Hector International Airport,Fargo,US,,,,,"Fargo — Hector International Airport (FAR), US"
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,,,,,"Fayetteville — Fayetteville Regional Airport - Grannis Field (FAY), US"
XNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,,,,,"Fayetteville/Springdale/Rogers — Northwest Arkansas National Airport (XNA), US"
FLG,Flagstaff Pulliam Airport,Flagstaff,US,,,,,"Flagstaff — Flagstaff Pulliam Airport (FLG), US"
FNT,Bishop International Airport,Flint,US,,,,,"Flint — Bishop International Airport (FNT), US"
FLO,Florence Regional Airport,Florence,US,,,,,"Florence — Florence Regional Airport (FLO), US"
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,,,,,"Fort Cavazos — Killeen Regional Airport / Robert Gray Army Airfield (GRK), US"
FOD,Fort Dodge Regional Airport,Fort Dodge,US,,,,,"Fort Dodge — Fort Dodge Regional Airport (FOD), US"
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,,,,,"Fort Lauderdale — Fort Lauderdale Hollywood International Airport (FLL), US"
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,,,,,"Fort Leonard Wood — Waynesville-St. Robert Regional Airport-Forney Field (TBN), US"
RSW,Southwest Florida International Airport,Fort Myers,US,,,,,"Fort Myers — Southwest Florida International Airport (RSW), US"
FSM,Fort Smith Regional Airport,Fort Smith,US,,,,,"Fort Smith — Fort Smith Regional Airport (FSM), US"
FWA,Fort Wayne International Airport,Fort Wayne,US,,,,,"Fort Wayne — Fort Wayne International Airport (FWA), US"
FTW,Fort Worth Meacham International Airport,Fort Worth,US,,,,,"Fort Worth — Fort Worth Meacham International Airport (FTW), US"
FYU,Fort Yukon Airport,Fort Yukon,US,,,,,"Fort Yukon — Fort Yukon Airport (FYU), US"
MBS,MBS International Airport,Freeland,US,,,,,"Freeland — MBS International Airport (MBS), US"
